StorageID,BoxIDValue,CellIDValue
"1490","19","E4"
"1491","19","E5"
"1492","19","E6"
"1493","19","E7"
"1494","19","E8"
"1495","19","E9"
"1496","19","F1"
"1497","19","F2"
"1498","19","F3"
"1499","19","F4"
"1500","19","F5"
"1501","19","F6"
"1502","19","F7"
"1503","19","F8"
"1504","19","F9"
"1505","19","G1"
"1506","19","G2"
"1507","19","G3"
"1508","19","G4"
"1509","19","G5"
"1510","19","G6"
"1511","19","G7"
"1512","19","G8"
"1513","19","G9"
"1514","19","H1"
"1515","19","H2"
"1516","19","H3"
"1517","19","H4"
"1518","19","H5"
"1519","19","H6"
"1520","19","H7"
"1521","19","H8"
"1522","19","H9"
"1523","19","I1"
"1524","19","I2"
"1525","19","I3"
"1526","19","I4"
"1527","19","I5"
"1528","19","I6"
"1529","19","I7"
"1530","19","I8"
"1531","19","I9"
"1532","20","A1"
"1533","20","A2"
"1534","20","A3"
"1535","20","A4"
"1536","20","A5"
"1537","20","A6"
"1538","20","A7"
"1539","20","A8"
"1540","20","A9"
"1541","20","B1"
"1542","20","B2"
"1543","20","B3"
"1544","20","B4"
"1545","20","B5"
"1546","20","B6"
"1547","20","B7"
"1548","20","B8"
"1549","20","B9"
"1550","20","C1"
"1551","20","C2"
"1552","20","C3"
"1553","20","C4"
"1554","20","C5"
"1555","20","C6"
"1556","20","C7"
"1557","20","C8"
"1558","20","C9"
"1559","20","D1"
"1560","20","D2"
"1561","20","D3"
"1562","20","D4"
"1563","20","D5"
"1564","20","D6"
"1565","20","D7"
"1566","20","D8"
"1567","20","D9"
"1568","20","E1"
"1569","20","E2"
"1570","20","E3"
"1571","20","E4"
"1572","20","E5"
"1573","20","E6"
"1574","20","E7"
"1575","20","E8"
"1576","20","E9"
"1577","20","F1"
"1578","20","F2"
"1579","20","F3"
"1580","20","F4"
"1581","20","F5"
"1582","20","F6"
"1583","20","F7"
"1584","20","F8"
"1585","20","F9"
"1586","20","G1"
"1587","20","G2"
"1588","20","G3"
"1589","20","G4"
"1590","20","G5"
"1591","20","G6"
"1592","20","G7"
"1593","20","G8"
"1594","20","G9"
"1595","20","H1"
"1596","20","H2"
"1597","20","H3"
"1598","20","H4"
"1599","20","H5"
"1600","20","H6"
"1601","20","H7"
"1602","20","H8"
"1603","20","H9"
"1604","20","I1"
"1605","20","I2"
"1606","20","I3"
"1607","20","I4"
"1608","20","I5"
"1609","20","I6"
"1610","20","I7"
"1611","20","I8"
"1612","20","I9"
"1613","21","A1"
"1614","21","A2"
"1615","21","A3"
"1616","21","A4"
"1617","21","A5"
"1618","21","A6"
"1619","21","A7"
"1620","21","A8"
"1621","21","A9"
"1622","21","B1"
"1623","21","B2"
"1624","21","B3"
"1625","21","B4"
"1626","21","B5"
"1627","21","B6"
"1628","21","B7"
"1629","21","B8"
"1630","21","B9"
"1631","21","C1"
"1632","21","C2"
"1633","21","C3"
"1634","21","C4"
"1635","21","C5"
"1636","21","C6"
"1637","21","C7"
"1638","21","C8"
"1639","21","C9"
"1640","21","D1"
"1641","21","D2"
"1642","21","D3"
"1643","21","D4"
"1644","21","D5"
"1645","21","D6"
"1646","21","D7"
"1647","21","D8"
"1648","21","D9"
"1649","21","E1"
"1650","21","E2"
"1651","21","E3"
"1652","21","E4"
"1653","21","E5"
"1654","21","E6"
"1655","21","E7"
"1656","21","E8"
"1657","21","E9"
"1658","21","F1"
"1659","21","F2"
"1660","21","F3"
"1661","21","F4"
"1662","21","F5"
"1663","21","F6"
"1664","21","F7"
"1665","21","F8"
"1666","21","F9"
"1667","21","G1"
"1668","21","G2"
"1669","21","G3"
"1670","21","G4"
"1671","21","G5"
"1672","21","G6"
"1673","21","G7"
"1674","21","G8"
"1675","21","G9"
"1676","21","H1"
"1677","21","H2"
"1678","21","H3"
"1679","21","H4"
"1680","21","H5"
"1681","21","H6"
"1682","21","H7"
"1683","21","H8"
"1684","21","H9"
"1685","21","I1"
"1686","21","I2"
"1687","21","I3"
"1688","21","I4"
"1689","21","I5"
"1690","21","I6"
"1691","21","I7"
"1692","21","I8"
"1693","21","I9"
"1694","22","A1"
"1695","22","A2"
"1696","22","A3"
"1697","22","A4"
"1698","22","A5"
"1699","22","A6"
"1700","22","A7"
"1701","22","A8"
"1702","22","A9"
"1703","22","A10"
"1704","22","B1"
"1705","22","B2"
"1706","22","B3"
"1707","22","B4"
"1708","22","B5"
"1709","22","B6"
"1710","22","B7"
"1711","22","B8"
"1712","22","B9"
"1713","22","B10"
"1714","22","C1"
"1715","22","C2"
"1716","22","C3"
"1717","22","C4"
"1718","22","C5"
"1719","22","C6"
"1720","22","C7"
"1721","22","C8"
"1722","22","C9"
"1723","22","C10"
"1724","22","D1"
"1725","22","D2"
"1726","22","D3"
"1727","22","D4"
"1728","22","D5"
"1729","22","D6"
"1730","22","D7"
"1731","22","D8"
"1732","22","D9"
"1733","22","D10"
"1734","22","E1"
"1735","22","E2"
"1736","22","E3"
"1737","22","E4"
"1738","22","E5"
"1739","22","E6"
"1740","22","E7"
"1741","22","E8"
"1742","22","E9"
"1743","22","E10"
"1744","22","F1"
"1745","22","F2"
"1746","22","F5"
"1747","22","F6"
"1748","22","F7"
"1749","22","F8"
"1750","22","F9"
"1751","22","F10"
"1752","22","G1"
"1753","22","G2"
"1754","22","G3"
"1755","22","G4"
"1756","22","G5"
"1757","22","G6"
"1758","22","G7"
"1759","22","G8"
"1760","22","G9"
"1761","22","G10"
"1762","22","H1"
"1763","22","H2"
"1764","22","F3"
"1765","22","F4"
"1766","22","H3"
"1767","22","H4"
"1768","22","H5"
"1769","22","H6"
"1770","22","H7"
"1771","22","H8"
"1772","22","H9"
"1773","22","H10"
"1774","22","I1"
"1775","22","I2"
"1776","22","I3"
"1777","22","I4"
"1778","22","I5"
"1779","22","I6"
"1780","22","I7"
"1781","22","I8"
"1782","22","I9"
"1783","22","I10"
"1784","22","J1"
"1785","22","J2"
"1786","22","J3"
"1787","22","J4"
"1788","22","J5"
"1789","22","J6"
"1790","22","J7"
"1791","22","J8"
"1792","22","J9"
"1793","22","J10"
